campaign_id,campaign_name,platform,industry,country,date,impressions,clicks,spend_usd,conversions,revenue,roas,ctr,cpc,cpa
Search_Healthcare,Search - Healthcare,Meta Ads,Healthcare,Australia,2024-03-06,132390.0,2780.0,2807.8,133,39444.5,14.05,0.021,1.01,21.11
Video_Edtech,Video - Edtech,Meta Ads,EdTech,Australia,2024-10-18,66265.0,1881.0,3837.24,76,2782.02,0.73,0.0284,2.04,50.49
Video_Edtech,Video - Edtech,Meta Ads,EdTech,Australia,2024-12-11,117169.0,3304.0,4196.08,83,20949.79,4.99,0.0282,1.27,50.56
Video_Edtech,Video - Edtech,Meta Ads,EdTech,Germany,2024-01-17,190928.0,5078.0,7363.1,186,47430.11,6.44,0.0266,1.45,39.59
Video_Saas,Video - Saas,Meta Ads,SaaS,UAE,2024-02-11,92986.0,2082.0,3601.86,108,6838.55,1.9,0.0224,1.73,33.35
Search_Healthcare,Search - Healthcare,Meta Ads,Healthcare,UAE,2024-04-29,80589.0,1160.0,1102.0,75,21781.43,19.77,0.0144,0.95,14.69
Display_Edtech,Display - Edtech,Meta Ads,EdTech,India,2024-07-19,140475.0,5043.0,10287.72,327,96504.49,9.38,0.0359,2.04,31.46
Search_Edtech,Search - Edtech,Meta Ads,EdTech,Australia,2024-01-17,100343.0,3461.0,3737.88,259,51755.16,13.85,0.0345,1.08,14.43
Display_Saas,Display - Saas,Meta Ads,SaaS,UK,2024-04-20,13100.0,186.0,279.0,10,1347.41,4.83,0.0142,1.5,27.9
Video_E-Commerce,Video - E-Commerce,Meta Ads,E-commerce,UK,2024-09-08,35755.0,672.0,1350.72,39,1411.24,1.04,0.0188,2.01,34.63
Display_Healthcare,Display - Healthcare,Meta Ads,Healthcare,Germany,2024-02-29,148463.0,4810.0,10149.1,286,68709.26,6.77,0.0324,2.11,35.49
Search_E-Commerce,Search - E-Commerce,Meta Ads,E-commerce,Australia,2024-01-27,30123.0,554.0,986.12,15,2874.83,2.92,0.0184,1.78,65.74
Shopping_E-Commerce,Shopping - E-Commerce,Meta Ads,E-commerce,USA,2024-01-05,139257.0,2631.0,4235.91,99,9781.28,2.31,0.0189,1.61,42.79
Display_Saas,Display - Saas,Meta Ads,SaaS,India,2024-07-04,88698.0,1073.0,987.16,43,5727.99,5.8,0.0121,0.92,22.96
Display_Edtech,Display - Edtech,Meta Ads,EdTech,Canada,2024-01-12,182011.0,1911.0,1051.05,35,3848.31,3.66,0.0105,0.55,30.03
Video_E-Commerce,Video - E-Commerce,Meta Ads,E-commerce,UK,2024-01-13,138686.0,2621.0,3983.92,195,52398.49,13.15,0.0189,1.52,20.43
Video_E-Commerce,Video - E-Commerce,Meta Ads,E-commerce,UK,2024-05-18,25077.0,341.0,143.22,5,779.52,5.44,0.0136,0.42,28.64
Video_E-Commerce,Video - E-Commerce,Meta Ads,E-commerce,UAE,2024-04-16,113987.0,3579.0,2720.04,229,31787.48,11.69,0.0314,0.76,11.88
Shopping_Fintech,Shopping - Fintech,Meta Ads,Fintech,Canada,2024-03-20,14705.0,363.0,341.22,4,738.37,2.16,0.0247,0.94,85.31
Display_E-Commerce,Display - E-Commerce,Meta Ads,E-commerce,India,2024-09-22,127082.0,2452.0,5345.36,53,8408.45,1.57,0.0193,2.18,100.86
Video_E-Commerce,Video - E-Commerce,Meta Ads,E-commerce,India,2024-02-13,57299.0,1186.0,1601.1,25,5383.27,3.36,0.0207,1.35,64.04
Shopping_Fintech,Shopping - Fintech,Meta Ads,Fintech,Australia,2024-06-19,134986.0,4346.0,7083.98,149,28100.44,3.97,0.0322,1.63,47.54
Search_Healthcare,Search - Healthcare,Meta Ads,Healthcare,India,2024-01-25,27499.0,728.0,778.96,17,3860.75,4.96,0.0265,1.07,45.82
Video_Healthcare,Video - Healthcare,Meta Ads,Healthcare,Canada,2024-02-16,133088.0,5243.0,8808.24,226,48389.85,5.49,0.0394,1.68,38.97
Search_Saas,Search - Saas,Meta Ads,SaaS,Australia,2024-04-18,33082.0,340.0,632.4,9,2116.06,3.35,0.0103,1.86,70.27
Display_Fintech,Display - Fintech,Meta Ads,Fintech,Germany,2024-04-16,179504.0,5026.0,5578.86,203,10121.88,1.81,0.028,1.11,27.48
Shopping_Healthcare,Shopping - Healthcare,Meta Ads,Healthcare,USA,2024-06-11,16344.0,534.0,480.6,11,465.35,0.97,0.0327,0.9,43.69
Shopping_Saas,Shopping - Saas,Meta Ads,SaaS,Germany,2024-05-22,46603.0,955.0,658.95,23,2614.49,3.97,0.0205,0.69,28.65
Search_Edtech,Search - Edtech,Meta Ads,EdTech,UAE,2024-01-28,113878.0,3678.0,3383.76,216,62162.63,18.37,0.0323,0.92,15.67
Display_E-Commerce,Display - E-Commerce,Meta Ads,E-commerce,Canada,2024-05-24,196354.0,2945.0,3268.95,177,7478.3,2.29,0.015,1.11,18.47
Video_Edtech,Video - Edtech,Meta Ads,EdTech,Australia,2024-07-25,62194.0,2039.0,3751.76,129,23854.38,6.36,0.0328,1.84,29.08
Search_Edtech,Search - Edtech,Meta Ads,EdTech,UAE,2024-07-18,18706.0,458.0,201.52,35,7330.28,36.37,0.0245,0.44,5.76
Search_E-Commerce,Search - E-Commerce,Meta Ads,E-commerce,Canada,2024-09-03,19959.0,586.0,1166.14,17,4432.12,3.8,0.0294,1.99,68.6
Display_Fintech,Display - Fintech,Meta Ads,Fintech,UAE,2024-01-30,166155.0,6048.0,8830.08,260,28494.38,3.23,0.0364,1.46,33.96
Video_Edtech,Video - Edtech,Meta Ads,EdTech,Germany,2024-04-28,181026.0,2769.0,2935.14,155,18246.01,6.22,0.0153,1.06,18.94
Shopping_E-Commerce,Shopping - E-Commerce,Meta Ads,E-commerce,Germany,2024-03-17,57784.0,907.0,1097.47,54,2856.1,2.6,0.0157,1.21,20.32
Search_E-Commerce,Search - E-Commerce,Meta Ads,E-commerce,India,2024-06-22,81023.0,1944.0,2546.64,146,32752.99,12.86,0.024,1.31,17.44
Shopping_Fintech,Shopping - Fintech,Meta Ads,Fintech,India,2024-06-15,130056.0,3537.0,2051.46,207,27550.99,13.43,0.0272,0.58,9.91
Shopping_Healthcare,Shopping - Healthcare,Meta Ads,Healthcare,Canada,2024-01-17,185750.0,1653.0,2148.9,34,2916.11,1.36,0.0089,1.3,63.2
Video_Saas,Video - Saas,Meta Ads,SaaS,India,2024-07-29,24750.0,747.0,888.93,48,1738.76,1.96,0.0302,1.19,18.52
Video_Edtech,Video - Edtech,Meta Ads,EdTech,Canada,2024-09-19,32559.0,553.0,392.63,6,1500.74,3.82,0.017,0.71,65.44
Shopping_E-Commerce,Shopping - E-Commerce,Meta Ads,E-commerce,India,2024-12-08,126432.0,1567.0,2585.55,110,31358.68,12.13,0.0124,1.65,23.51
Search_Fintech,Search - Fintech,Meta Ads,Fintech,UK,2024-03-28,196595.0,2614.0,993.32,28,6376.7,6.42,0.0133,0.38,35.48
Search_E-Commerce,Search - E-Commerce,Meta Ads,E-commerce,UK,2024-09-24,14028.0,342.0,646.38,7,716.51,1.11,0.0244,1.89,92.34
Video_Fintech,Video - Fintech,Meta Ads,Fintech,Canada,2024-06-06,133684.0,2018.0,3470.96,44,11449.27,3.3,0.0151,1.72,78.89
Display_Fintech,Display - Fintech,Meta Ads,Fintech,UK,2024-07-31,159301.0,6738.0,14688.84,302,57570.61,3.92,0.0423,2.18,48.64
Search_Fintech,Search - Fintech,Meta Ads,Fintech,Canada,2024-08-04,,,,338,32920.35,7.7,0.0259,0.85,12.65
Display_Saas,Display - Saas,Meta Ads,SaaS,UK,2024-07-22,9909.0,170.0,316.2,10,1238.47,3.92,0.0172,1.86,31.62
Shopping_Healthcare,Shopping - Healthcare,Meta Ads,Healthcare,Germany,2024-09-29,139346.0,4096.0,2539.52,236,12521.54,4.93,0.0294,0.62,10.76
Search_Fintech,Search - Fintech,Meta Ads,Fintech,UK,2024-03-15,98740.0,1589.0,3321.01,47,5063.31,1.52,0.0161,2.09,70.66
Display_Healthcare,Display - Healthcare,Meta Ads,Healthcare,USA,2024-07-25,174048.0,3846.0,6692.04,75,18304.27,2.74,0.0221,1.74,89.23
Search_Healthcare,Search - Healthcare,Meta Ads,Healthcare,Australia,2024-04-01,8877.0,230.0,174.8,9,1921.06,10.99,0.026,0.76,19.42
Shopping_Edtech,Shopping - Edtech,Meta Ads,EdTech,Germany,2024-05-13,32488.0,919.0,1773.67,32,7341.13,4.14,0.0283,1.93,55.43
Display_Fintech,Display - Fintech,Meta Ads,Fintech,UK,2024-03-23,63676.0,1757.0,2038.12,137,8830.01,4.33,0.0276,1.16,14.88
Display_Edtech,Display - Edtech,Meta Ads,EdTech,India,2024-02-18,8671.0,156.0,227.76,7,1461.2,6.42,0.018,1.46,32.54
Video_Fintech,Video - Fintech,Meta Ads,Fintech,USA,2024-04-06,95930.0,1554.0,1118.88,62,5774.95,5.16,0.0162,0.72,18.05
Shopping_Saas,Shopping - Saas,Meta Ads,SaaS,India,2024-07-17,152932.0,6591.0,8238.75,200,14211.23,1.72,0.0431,1.25,41.19
Display_Healthcare,Display - Healthcare,Meta Ads,Healthcare,Canada,2024-05-24,159044.0,2385.0,3935.25,184,35387.51,8.99,0.015,1.65,21.39
Shopping_Fintech,Shopping - Fintech,Meta Ads,Fintech,Australia,2024-07-07,8608.0,100.0,58.0,3,661.12,11.4,0.0117,0.58,19.33
Search_E-Commerce,Search - E-Commerce,Meta Ads,E-commerce,UAE,2024-08-19,19284.0,642.0,1007.94,21,5907.29,5.86,0.0333,1.57,48.0
Display_Fintech,Display - Fintech,Meta Ads,Fintech,India,2024-03-07,161764.0,2652.0,2625.48,76,16956.51,6.46,0.0164,0.99,34.55
Shopping_E-Commerce,Shopping - E-Commerce,Meta Ads,E-commerce,UK,2024-06-06,61395.0,2038.0,4809.68,102,16290.15,3.39,0.0332,2.36,47.15
Search_E-Commerce,Search - E-Commerce,Meta Ads,E-commerce,UAE,2024-10-04,26747.0,1099.0,1252.86,36,5626.79,4.49,0.0411,1.14,34.8
Display_Edtech,Display - Edtech,Meta Ads,EdTech,Germany,2024-12-16,157898.0,3094.0,7394.66,245,72430.36,9.79,0.0196,2.39,30.18
Search_Healthcare,Search - Healthcare,Meta Ads,Healthcare,USA,2024-06-27,49456.0,801.0,1489.86,50,4108.2,2.76,0.0162,1.86,29.8
Display_E-Commerce,Display - E-Commerce,Meta Ads,E-commerce,Canada,2024-03-17,,,,14,2258.16,1.92,0.0125,1.78,83.91
Video_E-Commerce,Video - E-Commerce,Meta Ads,E-commerce,Australia,2024-06-13,61284.0,1574.0,2392.48,32,3680.82,1.54,0.0257,1.52,74.77
Search_Healthcare,Search - Healthcare,Meta Ads,Healthcare,India,2024-01-02,163624.0,4368.0,5591.04,296,31041.33,5.55,0.0267,1.28,18.89
Display_Healthcare,Display - Healthcare,Meta Ads,Healthcare,UK,2024-06-08,194674.0,3601.0,5221.45,165,8945.17,1.71,0.0185,1.45,31.65
Search_Healthcare,Search - Healthcare,Meta Ads,Healthcare,India,2024-09-17,15485.0,196.0,301.84,8,362.78,1.2,0.0127,1.54,37.73
Shopping_E-Commerce,Shopping - E-Commerce,Meta Ads,E-commerce,Canada,2024-09-21,138018.0,1683.0,1733.49,56,8635.5,4.98,0.0122,1.03,30.96
Shopping_Fintech,Shopping - Fintech,Meta Ads,Fintech,UAE,2024-03-03,161408.0,1581.0,1754.91,51,6128.54,3.49,0.0098,1.11,34.41
Display_Edtech,Display - Edtech,Meta Ads,EdTech,UAE,2024-06-27,140460.0,2753.0,1404.03,87,18763.62,13.36,0.0196,0.51,16.14
Shopping_Edtech,Shopping - Edtech,Meta Ads,EdTech,Canada,2024-03-21,119731.0,2969.0,1662.64,47,11619.48,6.99,0.0248,0.56,35.38
Search_E-Commerce,Search - E-Commerce,Meta Ads,E-commerce,USA,2024-10-12,61437.0,1087.0,2424.01,80,11780.01,4.86,0.0177,2.23,30.3
Display_Healthcare,Display - Healthcare,Meta Ads,Healthcare,UK,2024-02-06,58164.0,936.0,823.68,13,1791.65,2.18,0.0161,0.88,63.36
Shopping_Fintech,Shopping - Fintech,Meta Ads,Fintech,UAE,2024-04-09,69102.0,1354.0,2179.94,89,14410.72,6.61,0.0196,1.61,24.49
Shopping_E-Commerce,Shopping - E-Commerce,Meta Ads,E-commerce,UK,2024-07-06,80888.0,2070.0,1531.8,71,19601.22,12.8,0.0256,0.74,21.57
Display_Saas,Display - Saas,Meta Ads,SaaS,USA,2024-12-16,21471.0,753.0,1347.87,28,7559.0,5.61,0.0351,1.79,48.14
Shopping_Healthcare,Shopping - Healthcare,Meta Ads,Healthcare,India,2024-05-05,160182.0,4901.0,4999.02,88,22338.67,4.47,0.0306,1.02,56.81
Shopping_Healthcare,Shopping - Healthcare,Meta Ads,Healthcare,UAE,2024-06-24,,,,101,6046.11,2.7,0.0222,1.35,22.2
Shopping_Edtech,Shopping - Edtech,Meta Ads,EdTech,UAE,2024-05-20,85846.0,2274.0,977.82,113,8382.57,8.57,0.0265,0.43,8.65
Shopping_Edtech,Shopping - Edtech,Meta Ads,EdTech,Germany,2024-03-21,160091.0,4210.0,4504.7,322,62914.38,13.97,0.0263,1.07,13.99
Shopping_E-Commerce,Shopping - E-Commerce,Meta Ads,E-commerce,Germany,2024-02-04,82665.0,2521.0,1613.44,182,48413.75,30.01,0.0305,0.64,8.87
Video_Healthcare,Video - Healthcare,Meta Ads,Healthcare,UK,2024-03-19,102148.0,1205.0,1578.55,59,17697.95,11.21,0.0118,1.31,26.76
Search_Fintech,Search - Fintech,Meta Ads,Fintech,UK,2024-06-27,115540.0,1686.0,2663.88,87,20354.07,7.64,0.0146,1.58,30.62
Search_Saas,Search - Saas,Meta Ads,SaaS,UK,2024-01-10,175574.0,6935.0,4785.15,515,69264.33,14.47,0.0395,0.69,9.29
Shopping_Fintech,Shopping - Fintech,Meta Ads,Fintech,India,2024-09-04,79992.0,1055.0,1603.6,21,4912.79,3.06,0.0132,1.52,76.36
Display_Edtech,Display - Edtech,Meta Ads,EdTech,Australia,2024-09-17,23113.0,228.0,136.8,17,2097.34,15.33,0.0099,0.6,8.05
Search_Edtech,Search - Edtech,Meta Ads,EdTech,Germany,2024-07-31,39754.0,1164.0,1571.4,72,9221.61,5.87,0.0293,1.35,21.83
Shopping_Fintech,Shopping - Fintech,Meta Ads,Fintech,Australia,2024-03-20,25243.0,580.0,1148.4,13,3883.09,3.38,0.023,1.98,88.34
Search_E-Commerce,Search - E-Commerce,Meta Ads,E-commerce,Germany,2024-11-22,23186.0,512.0,1080.32,26,2663.68,2.47,0.0221,2.11,41.55
Video_Fintech,Video - Fintech,Meta Ads,Fintech,UK,2024-11-11,112518.0,1597.0,1724.76,105,25379.08,14.71,0.0142,1.08,16.43
Video_Healthcare,Video - Healthcare,Meta Ads,Healthcare,Australia,2024-01-06,131681.0,1725.0,1362.75,108,31291.1,22.96,0.0131,0.79,12.62
Shopping_Fintech,Shopping - Fintech,Meta Ads,Fintech,USA,2024-12-09,116161.0,4379.0,7750.83,264,18090.29,2.33,0.0377,1.77,29.36
Shopping_Fintech,Shopping - Fintech,Meta Ads,Fintech,Canada,2024-12-13,107126.0,3631.0,3921.48,260,19151.86,4.88,0.0339,1.08,15.08
Video_Saas,Video - Saas,Meta Ads,SaaS,USA,2024-10-15,39253.0,1122.0,1402.5,81,15452.61,11.02,0.0286,1.25,17.31
Search_E-Commerce,Search - E-Commerce,Meta Ads,E-commerce,India,2024-10-13,61994.0,1847.0,1477.6,147,5622.21,3.8,0.0298,0.8,10.05
Video_Edtech,Video - Edtech,Meta Ads,EdTech,Australia,2024-11-08,162889.0,4658.0,5170.38,332,57094.6,11.04,0.0286,1.11,15.57
Search_Fintech,Search - Fintech,Meta Ads,Fintech,India,2024-03-27,176656.0,2897.0,5417.39,86,23130.95,4.27,0.0164,1.87,62.99
Search_Saas,Search - Saas,Meta Ads,SaaS,Germany,2024-08-11,26491.0,423.0,401.85,28,3219.77,8.01,0.016,0.95,14.35
Shopping_Healthcare,Shopping - Healthcare,Meta Ads,Healthcare,UK,2024-09-15,174862.0,3846.0,1730.7,299,67036.78,38.73,0.022,0.45,5.79
Video_E-Commerce,Video - E-Commerce,Meta Ads,E-commerce,Germany,2024-10-13,77353.0,1895.0,3202.55,73,9316.26,2.91,0.0245,1.69,43.87
Shopping_Edtech,Shopping - Edtech,Meta Ads,EdTech,UAE,2024-03-17,108726.0,2968.0,6885.76,49,2393.62,0.35,0.0273,2.32,140.53
Video_Healthcare,Video - Healthcare,Meta Ads,Healthcare,Germany,2024-11-05,178013.0,1886.0,2150.04,83,22320.49,10.38,0.0106,1.14,25.9
Search_Edtech,Search - Edtech,Meta Ads,EdTech,India,2024-09-10,160341.0,2228.0,1916.08,70,6302.54,3.29,0.0139,0.86,27.37
Display_E-Commerce,Display - E-Commerce,Meta Ads,E-commerce,Germany,2024-10-09,72500.0,1341.0,2078.55,30,5770.13,2.78,0.0185,1.55,69.29
Search_Edtech,Search - Edtech,Meta Ads,EdTech,USA,2024-02-22,63952.0,1451.0,3250.24,86,25126.44,7.73,0.0227,2.24,37.79
Shopping_E-Commerce,Shopping - E-Commerce,Meta Ads,E-commerce,UK,2024-04-05,43148.0,979.0,1086.69,71,7719.69,7.1,0.0227,1.11,15.31
Search_Fintech,Search - Fintech,Meta Ads,Fintech,USA,2024-01-22,80507.0,2318.0,1645.78,119,23887.12,14.51,0.0288,0.71,13.83
Search_Fintech,Search - Fintech,Meta Ads,Fintech,Canada,2024-01-27,128556.0,4910.0,4320.8,55,10684.27,2.47,0.0382,0.88,78.56
Search_Healthcare,Search - Healthcare,Meta Ads,Healthcare,UK,2024-08-10,29055.0,912.0,1340.64,41,6404.23,4.78,0.0314,1.47,32.7
Video_Saas,Video - Saas,Meta Ads,SaaS,UAE,2024-04-03,172517.0,3191.0,5775.71,96,13225.69,2.29,0.0185,1.81,60.16
Video_Fintech,Video - Fintech,Meta Ads,Fintech,Canada,2024-01-18,84712.0,1473.0,3343.71,74,3310.43,0.99,0.0174,2.27,45.19
Video_Fintech,Video - Fintech,Meta Ads,Fintech,UK,2024-01-18,72278.0,2421.0,3123.09,26,5625.44,1.8,0.0335,1.29,120.12
Shopping_Fintech,Shopping - Fintech,Meta Ads,Fintech,Canada,2024-09-21,17281.0,793.0,935.74,46,12594.97,13.46,0.0459,1.18,20.34
Search_Fintech,Search - Fintech,Meta Ads,Fintech,USA,2024-12-13,179943.0,4174.0,9182.8,289,32129.87,3.5,0.0232,2.2,31.77
Video_Saas,Video - Saas,Meta Ads,SaaS,Australia,2024-11-07,107299.0,2585.0,3412.2,110,23820.26,6.98,0.0241,1.32,31.02
Display_Saas,Display - Saas,Meta Ads,SaaS,USA,2024-12-30,60448.0,1493.0,3418.97,89,24577.78,7.19,0.0247,2.29,38.42
Shopping_Fintech,Shopping - Fintech,Meta Ads,Fintech,USA,2024-09-27,155354.0,3371.0,4281.17,100,7916.95,1.85,0.0217,1.27,42.81
Shopping_Fintech,Shopping - Fintech,Meta Ads,Fintech,UAE,2024-05-15,163564.0,1946.0,1284.36,72,6787.22,5.28,0.0119,0.66,17.84
Video_Saas,Video - Saas,Meta Ads,SaaS,Canada,2024-10-11,128245.0,2949.0,4688.91,85,8616.72,1.84,0.023,1.59,55.16
Video_Saas,Video - Saas,Meta Ads,SaaS,Germany,2024-05-24,22139.0,458.0,196.94,8,2367.39,12.02,0.0207,0.43,24.62
Shopping_Saas,Shopping - Saas,Meta Ads,SaaS,India,2024-04-17,30618.0,719.0,913.13,40,6289.61,6.89,0.0235,1.27,22.83
Shopping_E-Commerce,Shopping - E-Commerce,Meta Ads,E-commerce,UK,2024-04-04,,,,35,1488.52,3.74,0.018,0.83,11.36
Search_E-Commerce,Search - E-Commerce,Meta Ads,E-commerce,UK,2024-01-03,91392.0,2705.0,5518.2,87,12147.08,2.2,0.0296,2.04,63.43
Shopping_Saas,Shopping - Saas,Meta Ads,SaaS,Germany,2024-08-23,154676.0,1624.0,2744.56,26,1813.36,0.66,0.0105,1.69,105.56
Shopping_E-Commerce,Shopping - E-Commerce,Meta Ads,E-commerce,UK,2024-08-14,122710.0,5129.0,5231.58,157,24344.87,4.65,0.0418,1.02,33.32
Display_Healthcare,Display - Healthcare,Meta Ads,Healthcare,India,2024-06-20,132208.0,3133.0,4918.81,183,53669.78,10.91,0.0237,1.57,26.88
Shopping_Fintech,Shopping - Fintech,Meta Ads,Fintech,India,2024-02-16,19040.0,784.0,1513.12,39,5591.9,3.7,0.0412,1.93,38.8
Video_Fintech,Video - Fintech,Meta Ads,Fintech,Germany,2024-03-27,94786.0,2682.0,4023.0,155,6510.51,1.62,0.0283,1.5,25.95
Display_E-Commerce,Display - E-Commerce,Meta Ads,E-commerce,Australia,2024-04-25,144895.0,2158.0,4143.36,151,25541.81,6.16,0.0149,1.92,27.44
Display_Fintech,Display - Fintech,Meta Ads,Fintech,Germany,2024-12-10,57996.0,1705.0,3478.2,127,26935.06,7.74,0.0294,2.04,27.39
Video_Saas,Video - Saas,Meta Ads,SaaS,Germany,2024-02-28,56209.0,1405.0,3357.95,94,20195.05,6.01,0.025,2.39,35.72
Display_E-Commerce,Display - E-Commerce,Meta Ads,E-commerce,Canada,2024-03-09,17438.0,371.0,604.73,19,902.7,1.49,0.0213,1.63,31.83
Shopping_Edtech,Shopping - Edtech,Meta Ads,EdTech,Germany,2024-09-08,151730.0,2063.0,1526.62,32,6146.93,4.03,0.0136,0.74,47.71
Search_Healthcare,Search - Healthcare,Meta Ads,Healthcare,USA,2024-03-05,88904.0,1724.0,1724.0,59,8894.16,5.16,0.0194,1.0,29.22
Search_Edtech,Search - Edtech,Meta Ads,EdTech,UK,2024-05-22,184702.0,5134.0,10319.34,70,16883.49,1.64,0.0278,2.01,147.42
Video_Fintech,Video - Fintech,Meta Ads,Fintech,USA,2024-04-11,5209.0,198.0,138.6,3,490.6,3.54,0.0381,0.7,46.2
Display_E-Commerce,Display - E-Commerce,Meta Ads,E-commerce,India,2024-06-19,88717.0,816.0,1525.92,46,4879.02,3.2,0.0092,1.87,33.17
Shopping_E-Commerce,Shopping - E-Commerce,Meta Ads,E-commerce,UK,2024-09-26,185419.0,7750.0,10695.0,400,13470.33,1.26,0.0418,1.38,26.74
Search_Saas,Search - Saas,Meta Ads,SaaS,Canada,2024-11-17,45664.0,516.0,861.72,34,7132.56,8.28,0.0113,1.67,25.34
Shopping_Saas,Shopping - Saas,Meta Ads,SaaS,UK,2024-12-15,125759.0,2804.0,4907.0,164,46752.65,9.53,0.0223,1.75,29.92
Display_Healthcare,Display - Healthcare,Meta Ads,Healthcare,USA,2024-10-24,171353.0,5534.0,10293.24,221,52725.19,5.12,0.0323,1.86,46.58
Shopping_Edtech,Shopping - Edtech,Meta Ads,EdTech,UK,2024-12-22,49522.0,1554.0,2657.34,23,1909.73,0.72,0.0314,1.71,115.54
Video_Healthcare,Video - Healthcare,Meta Ads,Healthcare,UK,2024-05-11,172108.0,6109.0,13928.52,435,13163.33,0.95,0.0355,2.28,32.02
Video_Saas,Video - Saas,Meta Ads,SaaS,UK,2024-03-23,28593.0,694.0,1096.52,7,2098.0,1.91,0.0243,1.58,156.65
Search_Edtech,Search - Edtech,Meta Ads,EdTech,Germany,2024-06-03,186845.0,4204.0,7609.24,275,24004.25,3.15,0.0225,1.81,27.67
Search_Fintech,Search - Fintech,Meta Ads,Fintech,USA,2024-08-14,25930.0,609.0,334.95,7,509.29,1.52,0.0235,0.55,47.85
Display_Fintech,Display - Fintech,Meta Ads,Fintech,Australia,2024-04-04,,,,96,14890.27,12.94,0.0351,0.77,11.99
Search_Healthcare,Search - Healthcare,Meta Ads,Healthcare,UAE,2024-08-07,96360.0,3247.0,1396.21,211,50567.51,36.22,0.0337,0.43,6.62
Shopping_Edtech,Shopping - Edtech,Meta Ads,EdTech,UK,2024-06-05,98276.0,2368.0,3338.88,115,21637.86,6.48,0.0241,1.41,29.03
Search_Saas,Search - Saas,Meta Ads,SaaS,UK,2024-12-05,129790.0,5697.0,2962.44,223,58627.34,19.79,0.0439,0.52,13.28
Video_Edtech,Video - Edtech,Meta Ads,EdTech,UAE,2024-04-27,173001.0,3477.0,3303.15,51,11186.61,3.39,0.0201,0.95,64.77
Search_Fintech,Search - Fintech,Meta Ads,Fintech,UK,2024-01-29,56534.0,1079.0,647.4,27,4508.39,6.96,0.0191,0.6,23.98
Display_Saas,Display - Saas,Meta Ads,SaaS,USA,2024-05-02,108717.0,1435.0,2511.25,108,22074.54,8.79,0.0132,1.75,23.25
Search_Healthcare,Search - Healthcare,Meta Ads,Healthcare,USA,2024-12-04,158742.0,5778.0,12538.26,388,68610.11,5.47,0.0364,2.17,32.32
Search_E-Commerce,Search - E-Commerce,Meta Ads,E-commerce,Germany,2024-04-26,26845.0,528.0,1098.24,11,1590.52,1.45,0.0197,2.08,99.84
Shopping_Saas,Shopping - Saas,Meta Ads,SaaS,Canada,2024-09-26,15047.0,368.0,390.08,27,6244.19,16.01,0.0245,1.06,14.45
Display_Saas,Display - Saas,Meta Ads,SaaS,Germany,2024-08-23,6903.0,225.0,432.0,7,513.46,1.19,0.0326,1.92,61.71
Shopping_Healthcare,Shopping - Healthcare,Meta Ads,Healthcare,India,2024-08-09,25704.0,616.0,616.0,18,2381.36,3.87,0.024,1.0,34.22
Video_Edtech,Video - Edtech,Meta Ads,EdTech,UK,2024-02-16,165408.0,1670.0,2171.0,80,9561.0,4.4,0.0101,1.3,27.14
Display_Edtech,Display - Edtech,Meta Ads,EdTech,USA,2024-09-06,71247.0,1888.0,887.36,57,9045.86,10.19,0.0265,0.47,15.57
Display_Saas,Display - Saas,Meta Ads,SaaS,India,2024-04-10,36411.0,873.0,1772.19,47,13565.96,7.65,0.024,2.03,37.71
Video_Edtech,Video - Edtech,Meta Ads,EdTech,USA,2024-08-17,145170.0,4688.0,8204.0,106,30413.14,3.71,0.0323,1.75,77.4
Video_Healthcare,Video - Healthcare,Meta Ads,Healthcare,Germany,2024-09-07,142135.0,2387.0,4583.04,98,25385.35,5.54,0.0168,1.92,46.77
Search_Healthcare,Search - Healthcare,Meta Ads,Healthcare,UK,2024-08-11,123372.0,3355.0,7716.5,224,57352.38,7.43,0.0272,2.3,34.45
Display_Healthcare,Display - Healthcare,Meta Ads,Healthcare,Canada,2024-01-28,93966.0,2104.0,2040.88,157,6975.9,3.42,0.0224,0.97,13.0
Video_Fintech,Video - Fintech,Meta Ads,Fintech,UAE,2024-04-05,103576.0,1263.0,593.61,22,5190.25,8.74,0.0122,0.47,26.98
Display_Saas,Display - Saas,Meta Ads,SaaS,UAE,2024-10-12,173307.0,3292.0,3390.76,74,21574.44,6.36,0.019,1.03,45.82
Video_Fintech,Video - Fintech,Meta Ads,Fintech,India,2024-04-24,138528.0,3698.0,8394.46,264,34788.99,4.14,0.0267,2.27,31.8
Video_E-Commerce,Video - E-Commerce,Meta Ads,E-commerce,Canada,2024-10-10,188552.0,6373.0,4142.45,129,8973.49,2.17,0.0338,0.65,32.11
Video_Saas,Video - Saas,Meta Ads,SaaS,India,2024-04-15,28359.0,612.0,459.0,30,6591.07,14.36,0.0216,0.75,15.3
Search_E-Commerce,Search - E-Commerce,Meta Ads,E-commerce,USA,2024-06-28,81759.0,1316.0,1184.4,46,6171.89,5.21,0.0161,0.9,25.75
Video_E-Commerce,Video - E-Commerce,Meta Ads,E-commerce,Germany,2024-04-05,131230.0,2139.0,4769.97,105,24738.73,5.19,0.0163,2.23,45.43
Search_Edtech,Search - Edtech,Meta Ads,EdTech,India,2024-08-08,164074.0,6152.0,5844.4,360,47241.24,8.08,0.0375,0.95,16.23
